Sector,Nombre de la empresa,comarca,correo electrónico,teléfono,persona de contacto,cargo,página web,dinamizador
Gestoria,Vialia,costa del sol,informacion@vialiamalaga.net,952213111,,,,
Gestoria,Victoria Gestion Asesores,costa del sol,info@victoriagestion.es,951253454,,,https://empresite.eleconomista.es/VICTORIA-GESTION-ASESORES.html,
Gestoria,Visionclick,costa del sol,info@visioclick.es,951253454,,,,
INSTALACIONES Y MANTENIMIENTO,3D Seguridad,costa del sol,rrhh@3dseguridad.com,693606060,,,,
ENERGÍA Y AGUA,4TEnergy,costa del sol,j.rando.4tenergy@gmail.com,661811910,,,,
INSTALACIONES Y MANTENIMIENTO,A & F MANAGERS COSTA DEL SOL SL,costa del sol,jorge@afmanagers.com,951 569 732,,,,
INSTALACIONES Y MANTENIMIENTO,A. C. D. K2 SL,costa del sol,,,,,,
Electricidad,A. L. F. CONSULTING GROUP SL,costa del sol,info@vetekascensores.com,851951115,,,,
EDIFICACIÓN Y OBRA CIVIL,A. L. P. REFOMT S.L,costa del sol,,,,,,
EDIFICACIÓN Y OBRA CIVIL,A. M. GONDI DESARROLLOS INMOBILIARIOS SL,costa del sol,,,,,,
INSTALACIONES Y MANTENIMIENTO,ac-clima,costa del sol,acclima.inst@gmail.com,658141967,,,,
EDIFICACIÓN Y OBRA CIVIL,ACP Málaga,costa del sol,acp@acpmalaga.com,952 211 276,,,acpmalaga.com,
ENERGÍA Y AGUA,Adequo,costa del sol,carmen.jimenez@adequa.es,952701800,,,,
INSTALACIONES Y MANTENIMIENTO,AEFYT,costa del sol,aefyt@aefyt.es,,,,,
Electricidad,AERTEC,costa del sol,info@aertecsolutions.com,951 01 02 00,,,,
INSTALACIONES Y MANTENIMIENTO,AFEC,costa del sol,afec@afec.es,914027383,,,,
ENERGÍA Y AGUA,Aganova,costa del sol,info@aganova.es,952 002828,,,,
ENERGÍA Y AGUA,AGS Solar Energy,costa del sol,info@agssolarenergy.com,952411567,,,,
ENERGÍA Y AGUA,Air Liquide,costa del sol,soportecliente.es@airliquide.com,919018516,,,,
INSTALACIONES Y MANTENIMIENTO,Aire Acondicionado Gómez Calderón,costa del sol,info@gomezcalderon.es,687 827 279,,,,
INSTALACIONES Y MANTENIMIENTO,Airzone,costa del sol,info@airzone.es,900400445,,,,
"Madera, edificación y obra civil",Altico,costa del sol,administración@altico.es,665072105,,,,
INSTALACIONES Y MANTENIMIENTO,Alumálaga,costa del sol,,,,,,
INSTALACIONES Y MANTENIMIENTO,Aluminios y Pvc Cerramientos Romero,costa del sol,administracion@aluminiosromero.es,,,,,
INSTALACIONES Y MANTENIMIENTO,AMAIM Asociación Malagueña d,costa del sol,administraion@amaim.es,952 36 03 12,,,,
Electricidad,Andetel,costa del sol,info@andetel.com,913164677,,,,
Electricidad,ANOR ELECTROTELEC,costa del sol,anorelectromontajes@gmail.com,952253940,,,,
ENERGÍA Y AGUA,Anpasol Energía Solar,axarquia,anpasol@gmail.com,658961488,,,,
Electricidad,Ansasol,axarquia,info@ansasol.com,952 765 666,,,,
ENERGÍA Y AGUA,Añadete Group,costa del sol,compras@anadetegroup.com,674587295,,,,
EDIFICACIÓN Y OBRA CIVIL,Arteyesa,costa del sol,info@arteyesa.es,952470504,,,,
Electricidad,Ascensores MAM,costa del sol,comercial@ascensoresmam.com,952 35 38 81,,,,
Electricidad,Ascensores Victoria,costa del sol,malaga@ascensoresvictoria.es,951078134,,,,
Electricidad,Ascensores Zener,costa del sol,zener@ascensores.com,902120254,,,,
Electricidad,ASFOTELECO,costa del sol,,,,,,
Electricidad,Atyges drones,costa del sol,store@atyges.es,952020600,,,,
INSTALACIONES Y MANTENIMIENTO,AUSTRAL,costa del sol,austral@australreparaciones.es,670230296,,,,
INSTALACIONES Y MANTENIMIENTO,Axarclean,axarquia,axarclean@gmail.com,691862553,,,,
"Madera, edificación y obra civil",AYELEX Expertos,costa del sol,contacta@ayelex.com,608957050,,,,
INSTALACIONES Y MANTENIMIENTO,Bauhaus,costa del sol,Rrhhmalaga@bauhaus.es,,,,,
EDIFICACIÓN Y OBRA CIVIL,Baupanel,costa del sol,info@baupanel.com,,,,,
EDIFICACIÓN Y OBRA CIVIL,Bilba,costa del sol,beatrizzambruno@sinerba.es,952498875,,,,
"Madera, edificación y obra civil",Cafran,costa del sol,cafran@carroceriascafran.com,926691420,,,,
"Madera, edificación y obra civil",Carpinteria Hermanos Miranda,costa del sol,facturación.hnos@gmail.com,952040681,,,,
"Madera, edificación y obra civil",Carpinteria Luque,costa del sol,info@carpinterialuque.com,654558079,,,,
"Madera, edificación y obra civil",Carpinteria y Ebanistería Martín,costa del sol,,643261363,,,,
"Madera, edificación y obra civil",Carpintero Málaga,costa del sol,carpinteria.vivia@hotmail.com,600567252,,,,
"Madera, edificación y obra civil",Carpinteros a domicilio,costa del sol,bricomontajes.mlg@gmail.com,642138765,,,,
ENERGÍA Y AGUA,Caycom,costa del sol,info@caycom.org,951 870 280,,,,
Electricidad,Cibersuite,costa del sol,info@cibersuite.com,,,,,
INSTALACIONES Y MANTENIMIENTO,Climania,costa del sol,info@aireacondicionadoclimania.com,625245019,,,,
INSTALACIONES Y MANTENIMIENTO,Climatizaciones Málaga 2000,costa del sol,info@climatizacionesmalaga.com,610456927,,,,
EDIFICACIÓN Y OBRA CIVIL,colegio ingenieros industriales malaga,costa del sol,Coiima@coiiaor.es,,,,,
EDIFICACIÓN Y OBRA CIVIL,Colegio Oficial de Peritos e Ingenieros Técnicos Industriales de Málaga,costa del sol,Copitima@copitima.com,,,,,
Electricidad,Conde comunidad,costa del sol,info@condecomunidad.es,952354852,,,,
Electricidad,CONFORMAS,costa del sol,,952342406,,,,
EDIFICACIÓN Y OBRA CIVIL,Construcciones Ferarral,costa del sol,info@construccionesfearral.com,660 54 49 52,,,,
EDIFICACIÓN Y OBRA CIVIL,Constructora Málaga Serconsa,costa del sol,administracion@serconsa.es,952978589,,,,
INSTALACIONES Y MANTENIMIENTO,Costa Metal,costa del sol,costametalmalaga@hotmail.com,637723451,,,,
Electricidad,CRYMA,costa del sol,"info@cryma.es, sat@cryma.es, comercial@cryma.es admin@cryma.es",952 234 938,,,,
INSTALACIONES Y MANTENIMIENTO,CSL,costa del sol,info@cslsistemasdeseguridad.com,952 82 18 45,,,,
INSTALACIONES Y MANTENIMIENTO,CTV ( Ascensores) Carmen Arévalo,costa del sol,carmen@ctvlifts.com,952178149,,,,
ENERGÍA Y AGUA,Del Paso Solar,axarquia,sac@delpasosolar.com,952 111 524,,,,
Electricidad,Denso-Ten,costa del sol,contacto@denso-ten.es,952133000,,,,
ENERGÍA Y AGUA,DESCONEXT,costa del sol,info@desconext.com,644 524 634,,,,
INSTALACIONES Y MANTENIMIENTO,DIMASA,costa del sol,info@saneamientosdimasa.es,952336808,,,,
INSTALACIONES Y MANTENIMIENTO,Distelec,costa del sol,info@distelec.es,951517171,,,,
ENERGÍA Y AGUA,Dolmen ima,costa del sol,info@dolmenima.com,677732815,,,,
Electricidad,DUPLEX ASCENSORES,costa del sol,malaga@duplexelevacion.es,952179124,,,,
Electricidad,Dustin S.L.,costa del sol,electricidaddustin@gmail.com,952843502,,,,
"Madera, edificación y obra civil",El Cortijo,costa del sol,info@elcortijodesign.com,615223486,,,,
Electricidad,Elecmalaga,costa del sol,,647997930,,,,
Electricidad,Elecnor,costa del sol,"dsu@elecnor.com, pbozada@elecnor.es",,,,,
Electricidad,Eléctrica Unión Instalaciones S.L.,costa del sol,info@euinstalaciones.com (Gustavo),952105125,,,,
Electricidad,ELECTRISAMA,costa del sol,contacto@electriasama.com,624097681,,,,
Electricidad,Electromontajes Ayuso,costa del sol,ayuso@eayuso.es,952173329,,,,
Electricidad,Electromontajes Conde,costa del sol,info@condecomunidad.es,952354852,,,,
Electricidad,Electronica Bruño,costa del sol,info@brunoseguridad.es,952272509,,,,
Electricidad,Electrónica Caballero Valverde,costa del sol,comercial@caballerovalverde.com,952356236,,,,
Electricidad,ELECTROSIMO ENERGÍA,costa del sol,,639200499,,,,
INSTALACIONES Y MANTENIMIENTO,Embarba,costa del sol,embarba@embarba.com/ rrhh@embarba.com,952176517,,,,
EDIFICACIÓN Y OBRA CIVIL,Encofrados INDE-K,costa del sol,encofrados@inde-k.com,900201121,,,,
ENERGÍA Y AGUA,Energia,costa del sol,info@energiamalaga.com,611693272,,,,
Electricidad,Enitec electric,costa del sol,enitec@enitecsl.com,952307449,,,,
Electricidad,Evelectric,costa del sol,proyectos@gmail.com,606527550,,,,
INSTALACIONES Y MANTENIMIENTO,Fain,costa del sol,fain@fainascensores.com,952306020,,,,
INSTALACIONES Y MANTENIMIENTO,Fenie ( Apiema),costa del sol,,"952 33 55 14, 952 34 53 28",,,,
Electricidad,Fermax,costa del sol,mlema@fermax.com/ rrhh@fermax.com,952 329 804/963178000,,,,
EDIFICACIÓN Y OBRA CIVIL,Ferrovial,costa del sol,lolavazquez@ferrovial.com,954991390,,,,
EDIFICACIÓN Y OBRA CIVIL,Fluinsa,costa del sol,info@fluinsa.es,952246271,,,,
INSTALACIONES Y MANTENIMIENTO,Frimañe,costa del sol,frioindustrialfrimane@gmail.com,640943139,,,,
ENERGÍA Y AGUA,Fugagua,costa del sol,carmen.sans@fugaqua.com,900859977,,,,
Electricidad,Fujitsu,costa del sol,"josemanuel.rodriguezgil@fujitsu.com
recursoshumanosinforma@fujitsu.com",917849000,,,,
Electricidad,Fymelec Instalaciones Eléctricas Sl,costa del sol,info@fymelec.net,952350211,,,,
INSTALACIONES Y MANTENIMIENTO,General Elevadores Siglo XXI,costa del sol,info@generalelevadores.com,952020055,,,,
Electricidad,GESMATEC,costa del sol,"info@gesmatec.com
retail@gesmatec.com",952005686,,,,
ENERGÍA Y AGUA,Giersolar,costa del sol,administracion@giersolar.es,630962318,,,,
INSTALACIONES Y MANTENIMIENTO,Gova Ventanas Málaga,costa del sol,info@govaventanas.com,951093344,,,,
ENERGÍA Y AGUA,Grupo Baeza,costa del sol,mcvallejo@baeza-sa.com,667526764,,,,
EDIFICACIÓN Y OBRA CIVIL,Grupo La Pole,costa del sol,rrhh@amisur-amianto.com,,,,,
Electricidad,Grupo Ortiz,costa del sol,alejandro.galeote@grupoortiz.com,913 43 16 00,,,,
Electricidad,Grupo Premo,costa del sol,info@grupopremo.com,951 231 320,,,,
Electricidad,Grupo Valle,guadalhorce,jbenitez@grupovalle.es; agomez@grupovalle.com; jrperez@grupovalle.com,951151080,,,,
Electricidad,Habitissimo,costa del sol,support@habitissimo.com,,,,,
EDIFICACIÓN Y OBRA CIVIL,Hermanos Perez Garran,costa del sol,adm@perezgarran.es,658911782,,,,
EDIFICACIÓN Y OBRA CIVIL,Seopan,costa del sol,,,,,https://seopan.es/,
EDIFICACIÓN Y OBRA CIVIL,Idecocina,costa del sol,idecocina@idecocina.com,605 932 060,,,,
EDIFICACIÓN Y OBRA CIVIL,Ingeniesur,costa del sol,info@ingeniesur.com,951 13 73 65,,,,
Electricidad,INSAR,costa del sol,franci@instalacionesarchidona.com,952717470,,,,
INSTALACIONES Y MANTENIMIENTO,Instaladores de Aire Acondicionado en Málaga,costa del sol,imperclima@climatizacion-malaga.com,677374438,,,,
INSTALACIONES Y MANTENIMIENTO,Integral Seguridad | Soluciones,costa del sol,info@integralseguridad.es,951212521,,,,
INSTALACIONES Y MANTENIMIENTO,J&A Person Services Climatización,costa del sol,contacto@japerson.es,607449873,,,,
Electricidad,JAM Eléctrico,costa del sol,jamelectrico@hotmail.com,662169278,,,,
EDIFICACIÓN Y OBRA CIVIL,Jaralia integral,costa del sol,jaralia@outlook.es,,,,,
INSTALACIONES Y MANTENIMIENTO,JCDECAUX,costa del sol,ES_comercial@jcdecaux.com,,,,,
Electricidad,Josval,costa del sol,info@instalcionesjosval.es,658733335,,,,
Electricidad,JyJ Solutions,costa del sol,info@jyjsolar.es,633764220,,,,
Electricidad,LDA Audiotech,costa del sol,info@lda-audiotech.com/ jbarrera@lda-audiotech.com,952 028 805,,,,
INSTALACIONES Y MANTENIMIENTO,Leroy Merlín ( Enrique López ),costa del sol,enrique.lopez@leroymerlin.es,917496000,,,,
INSTALACIONES Y MANTENIMIENTO,Load Seguridad,costa del sol,carlos@loadseguridad.es,952006777,,,,
Electricidad,LSP Instalaciones Eléctricas,costa del sol,,610864576,,,,
ENERGÍA Y AGUA,Luz Solar,costa del sol,info@luzsolarmalaga.com,951917112,,,,
Electricidad,Luzfutur,costa del sol,Info@luzfutur.es,952124759,,,,
INSTALACIONES Y MANTENIMIENTO,Macrun,costa del sol,personas@macrun.es,,,,,
"Madera, edificación y obra civil",Madera y proyectos,costa del sol,jose@maderayproyectos.com,608027205,,,,
"Madera, edificación y obra civil",Maderas Villalba,costa del sol,atencion.cliente@maderasvillalba.net,,,,,
Electricidad,MADES,costa del sol,info@mades.es,952249200,,,,
Electricidad,"Málaga Electrónica, S.l.",costa del sol,info@malagaelectronica.com,952352325,,,,
Electricidad,MANSEL,costa del sol,mansel@mansel.es,952357719,,,,
INSTALACIONES Y MANTENIMIENTO,Mantenimiento Informático Málaga Remoted Help,costa del sol,info@remotedhelp.com,951 830105,,,,
INSTALACIONES Y MANTENIMIENTO,MANTENIMIENTO TECNIMALAGA,costa del sol,tecnimalaga@gmail.com,644392308,,,,
EDIFICACIÓN Y OBRA CIVIL,Mantyref,costa del sol,mantyrefmalaga@gmail.com,656362439,,,,
EDIFICACIÓN Y OBRA CIVIL,Masfalt,guadalhorce,info@masfalt.com,952 122 633,,,,
EDIFICACIÓN Y OBRA CIVIL,MCO Construcciones,costa del sol,info@mcoconstruccion.es,952266883,,,,
INSTALACIONES Y MANTENIMIENTO,Medio ambiente,costa del sol,medioambiente@malaga.com,,,,,
"Madera, edificación y obra civil",Meister,costa del sol,info@meisterarchidona.com,678484967,,,,
Electricidad,MELA,costa del sol,info@mela.es,952235523,,,,
INSTALACIONES Y MANTENIMIENTO,Melfosur Malaga,costa del sol,malaga@melfosur.es,952236991,,,,
Electricidad,Mercasat,costa del sol,info@mercasat.es,952 10 57 37,,,,
"Madera, edificación y obra civil",Mi cocina Málaga,costa del sol,micocina@micocinamalaga.com,952362453,,,,
Electricidad,Mileto,costa del sol,gfermin@miletoinstalaciones.com,951159687,,,,
"Madera, edificación y obra civil",Miña,costa del sol,clientes@cocinas-malaga.com,665275419,,,,
EDIFICACIÓN Y OBRA CIVIL,Mitsubishi Electrics,costa del sol,correo@sp.mee.com,935653131,,,,
INSTALACIONES Y MANTENIMIENTO,MKINFOR,costa del sol,info@mkinfor.com,692272847,,,,
EDIFICACIÓN Y OBRA CIVIL,mm360,costa del sol,francisco@mm360.es,628085610,,,,
Electricidad,Montajes Eléctricos Solcrisur,costa del sol,,697795599,,,,
Electricidad,Montajes Eléctricos Y Telecomunicaciones Almeida,costa del sol,info@electricidadalmeida.es,610403103,,,,
"Madera, edificación y obra civil",Mubles Castillo,costa del sol,mueblescastillo@hotmail.es,633687292,,,,
"Madera, edificación y obra civil",Myramar,costa del sol,departamento.inmobiliaria@myramar.com,,,,,
ENERGÍA Y AGUA,Natursolar Fotovoltaica,costa del sol,info@natursolar.com,952000232,,,,
INSTALACIONES Y MANTENIMIENTO,Netseo,costa del sol,info@netseo-malaga.com,667547206,,,,
INSTALACIONES Y MANTENIMIENTO,NetSolutions,costa del sol,info@netsolutions.es,951108404,,,,
INSTALACIONES Y MANTENIMIENTO,NPS,costa del sol,sat@npsseguridad.es,952179330,,,,
EDIFICACIÓN Y OBRA CIVIL,Obracsa,costa del sol,info.obracsa@gmail.com,656531710,,,,
Electricidad,OBRAS Y REFORMAS A TU MEDIDA,costa del sol,,605267080,,,,
Electricidad,Omelec,costa del sol,info@omelec.net,689779133,,,,
EDIFICACIÓN Y OBRA CIVIL,Osuna,antequera,malaga.comercial@iosuna.es,952280183,,,,
INSTALACIONES Y MANTENIMIENTO,Otis,costa del sol,averias@otis.com,650828963,,,,
"Madera, edificación y obra civil",Parquets Coema,costa del sol,malaga@parquetcoema.com,,,,,
"Madera, edificación y obra civil",Parquets Partida,costa del sol,contacto@parquetpartida.com,676484967,,,,
"Madera, edificación y obra civil",Parquets Varo,costa del sol,info@parquetvaro.com,671794910,,,,
INSTALACIONES Y MANTENIMIENTO,Pelayo Málaga PVC,costa del sol,malaga@cristaleriapelayo.com,633 95 33 02,,,,
INSTALACIONES Y MANTENIMIENTO,PhoneGest,costa del sol,info@phonegest.com,623001416,,,,
EDIFICACIÓN Y OBRA CIVIL,Pivasa,costa del sol,info@pivasaconstrucciones.es,660094642,,,,
Electricidad,Planeta electrónico,costa del sol,,952323815,,,https://www.planetaelectronico.com/contact_us.php,
ENERGÍA Y AGUA,Prime ZE,costa del sol,hola@prime-ze.es,613028041,,,,
Electricidad,Proditema,costa del sol,info@proditema.es,952038989,,,,
INSTALACIONES Y MANTENIMIENTO,Professional Clima,costa del sol,Info@ProfessionalClima.es,655 718 002,,,,
EDIFICACIÓN Y OBRA CIVIL,Proinsermant,costa del sol,proinsermant@proinsermant.com,952775549,,,,
Electricidad,Proyectos Electronicos Syr Sl,costa del sol,,952020091,,,,
ENERGÍA Y AGUA,PubliSolar,costa del sol,info@publisolar.es,951552020,,,,
"Madera, edificación y obra civil",Puertas THT,costa del sol,administracion@puertastht.com,902111305,,,,
EDIFICACIÓN Y OBRA CIVIL,Ramfran,costa del sol,porto@portotheme.com; info@ramfran.es,952626514,,,,
Electricidad,Randal systems,costa del sol,administracion@randalsystems.com,952173721,,,,
INSTALACIONES Y MANTENIMIENTO,Redes 2000,costa del sol,,984190255,,,,
INSTALACIONES Y MANTENIMIENTO,Redes y Protecciones Andalucia,costa del sol,info@redesseguridadandalucia.es,951990053,,,,
INSTALACIONES Y MANTENIMIENTO,Redycable,costa del sol,info@redycable.com,952070929,,,,
EDIFICACIÓN Y OBRA CIVIL,Reformas Group,costa del sol,tecnico@reformasgroup.com,605 82 55 03,,,,
EDIFICACIÓN Y OBRA CIVIL,Rialsa,costa del sol,jquero@rialsa.net rrhh@rialsa.net,683295465,,,,
EDIFICACIÓN Y OBRA CIVIL,Sando,costa del sol,info@ingeniesur.com administración@ingeniesur.com,,,,,
Electricidad,Sane-Lec,costa del sol,info@ortans.com,953280815,,,,
"Madera, edificación y obra civil",Schmidt Mijas,costa del sol,ventas@porrasmillan.com,951382807,,,,
Electricidad,Selma,costa del sol,"info@selma.es
contabilidad@selma.es",952416791,,,,
Electricidad,SEMAEL,costa del sol,sanluis@semael.com,952437507/678494141,,,,
INSTALACIONES Y MANTENIMIENTO,SER-IN-PE,costa del sol,Info@ser-in-pe.es,647875092,,,,
"Madera, edificación y obra civil",Servicios y maderia mapa expertos,costa del sol,serviciosymaderasmapa@gmail.com,952361908,,,,
Electricidad,Sitemas electronicos de comunidad y television,costa del sol,,952542704,,,,
Electricidad,Sol y Carga,costa del sol,comercial@solycarga.com juanjosemrh@icloud.com,624105971,,,,
"Madera, edificación y obra civil",Soluciones Luque,costa del sol,info@solucionesluque.com,622723714,,,,
ENERGÍA Y AGUA,solurgy,costa del sol,info@solurgy.es,900535148,,,,
"Madera, edificación y obra civil",STRUGAL MÁLAGA,costa del sol,,,,,,
INSTALACIONES Y MANTENIMIENTO,TCX INSTALACIONES SL,costa del sol,info@aire-acondicionado-malaga.com,623444321,,,,
Electricidad,TDK Electronic Sistems,costa del sol,"rocio.navarro@tdk.com
rrhh@tdk.com",952648251,,,,
INSTALACIONES Y MANTENIMIENTO,Tecnoaire,costa del sol,info@tecnoaire.es,664290227,,,,
EDIFICACIÓN Y OBRA CIVIL,Tesesa,costa del sol,tesesa@tesesa.com,,,,,
INSTALACIONES Y MANTENIMIENTO,Thermobus,costa del sol,thermobus@thermobus.com,952244135,,,,
INSTALACIONES Y MANTENIMIENTO,Torres telecomunicaciones,costa del sol,,623941838,,,,
ENERGÍA Y AGUA,Tu Experto En Energia,costa del sol,info@tuexcedente.es,681 983 966,,,,
ENERGÍA Y AGUA,Tuinsa,costa del sol,info@tuinsa.es,952234688,,,,
Electricidad,TXC Instalaciones,costa del sol,oficina@itxc.es,951696025,,,,
"Madera, edificación y obra civil",Tycmasa,costa del sol,tycmasa@yahoo.es,952 361 908,,,,
ENERGÍA Y AGUA,Ubora Solar,costa del sol,sol@uborasolar.com,683 300 529,,,,
INSTALACIONES Y MANTENIMIENTO,Vemar Mantenimiento,costa del sol,daniel@vemarmantenimiento.com,659569400,,,,
INSTALACIONES Y MANTENIMIENTO,Ventanas Cortizo,costa del sol,ventas1@ventanasvamin.com,916988722,,,,
Electricidad,VEROSA,costa del sol,info@verosa.es,,,,,
INSTALACIONES Y MANTENIMIENTO,Miccoli,costa del sol,hola@miccoli.es,657952117,,,,
Electricidad,VLR INSTALACIONES,costa del sol,info@vlrinstalaciones.com,656531413,,,,
INSTALACIONES Y MANTENIMIENTO,Voltiam,costa del sol,voltiam@voltiam.es,952 35 28 17,,,,
ENERGÍA Y AGUA,VoltShade,costa del sol,info@voltshade.es,616 52 14 31,,,,
"Madera, edificación y obra civil",Bo concept,costa del sol,marbella@boconcept.es,951492727,,,,
"Madera, edificación y obra civil",PULIMENTOS MARTIN,costa del sol,PULIMENTOSMARTIN@HOTMAIL.COM,687749674,,,,
Electricidad,ElectroTelecoRF SL,costa del sol,info@electrotelecorf.com,639467808,,,,Vanesa
Electricidad,EVEROFI ELECTRICIDAD,costa del sol,administracion@everofi.net,952779108,,,,David
Transporte,Torcal ( Miguel Aldana),costa del sol,mam@torcal.es,600950600 / 900424343,,,,
Fabricación mecan,Maenva ( Mar Palma),costa del sol,J.rodriguez@maenva.es / f.rodriguez@maenva.es,952179536,,,,
Fabricación mecan,Caetano,costa del sol,monica.pariente@caetanoretail.es,647409558,,,,
Transporte,Toyota,costa del sol,clientes@toyota.es,900 822 002,,,,
Transporte,Alsa,costa del sol,,902422242,,,,
Fabricación mecan,Taller Juan XXII,costa del sol,,952335968,,,,
Fabricación mecan,Taller Martinez Málaga,costa del sol,admin@talleresmmartinez.es,952335968.,,,,
Fabricación mecan,Seleauto Taller Mecánico de Vehiculos,costa del sol,,625658824,,,,
Fabricación mecan,Taller mecánico a domicilio,costa del sol,tallermecanicaadomicilio@gmail.com,642102499,,,,
Fabricación mecan,Talleres Montiel Pino,costa del sol,talleresmontielpino@gmail.com,952360829,,,,
Fabricación mecan,Talleres José Bandera,costa del sol,,952360829,,,,
Fabricación mecan,Taller electro frio motor Tacógrafos,costa del sol,administracion@electrofriomotor.es,952238477,,,,
Fabricación mecan,Auto electricidad Dogui,costa del sol,,952279642,,se jubila dentro 3 meses,,
Fabricación mecan,Taller 34,costa del sol,taller.garaje34@gmail.com,666634033,,,,
Fabricación mecan,La solucion del automovil,costa del sol,,640795664,,,,
Fabricación mecan,Electromecanica talleres Zamarrila,costa del sol,tallereszamarilla@gmail.com,952397766,,,,
Fabricación mecan,Taller José Luis,costa del sol,,952296948,,,,
Fabricación mecan,Talleres Fernández Hidalgo,costa del sol,,952241929,,,,
Fabricación mecan,Automecánica Rojas S.L,costa del sol,automecanicarojas@hotmail.com,952335560,,,,
Fabricación mecan,Málaga Service,costa del sol,taller@malagaservice.com,951469339,,,,
Fabricación mecan,Auto palomares,costa del sol,,697218694,,,,
Fabricación mecan,AVS Talleres,costa del sol,avsvampiro@msn.com,637784394,,,,
Fabricación mecan,Taller Chapa y Pintura De Pablo´s,costa del sol,info@depablostaller.com,652426644,,,,
Fabricación mecan,PMK CHAPA Y PINTURA,costa del sol,info@pmkchapaypintura.com,952230747,,,,
Fabricación mecan,TALLERES HUGAL S.L CHAPA Y PINTURA,costa del sol,tallerhugal@gmail.com,640643275,,,,
Fabricación mecan,Chapa y Pintura Alameda,costa del sol,chapaypinturaalameda@hotmail.com,620727565,,,,
Fabricación mecan,Taller de Chapa y Pintura,costa del sol,garciamarin@tallerchapaypintura.com,952 176 014,,,,
Fabricación mecan,Talleres la Fuente,costa del sol,info@tallereslafuentemalaga.com,677053816,,,,
Fabricación mecan,Talleres Bandera,costa del sol,,952653362,,,,
Fabricación mecan,Chapa y Pintura Autocolor,costa del sol,pincelesautocolor@gmail.com,952173857,,,,
Fabricación mecan,Chapa Line Málaga,costa del sol,recepcion@chapaline.com,952 17 60 23,,,,
Fabricación mecan,Taller Chapa y Pintura Mr. Auto,costa del sol,carlosmartin@mrautomalaga.com,657983879,,,,
Fabricación mecan,Autoreparación Marauto,costa del sol,,,,,,
Transporte,OcasionPlus,costa del sol,,951 551 226,,,,
Transporte,Málaga Ocasión,costa del sol,info@malagaocasion.com,951745396,,,,
Transporte,Diauto Motor,costa del sol,comercial@diautomotor.com,952356420,,,,
Transporte,Crestanevada Málaga,costa del sol,info@crestanevadda.es,951592578,,,,
Transporte,Málaga Car Ocasión,costa del sol,info@malagacarocasion.es info@malagacar.com,952002987,,,,
Transporte,Autos Moliere,costa del sol,comercial@autosmoliere.es,951840270,,,,
Transporte,Gs Autos,costa del sol,info@gsauto.com,608332200,,,,
Transporte,Larauto,costa del sol,crm.elgoibar@lurauto.net.bmw.es,673181623,,,,
Transporte,MiñaCar,costa del sol,info@minacar.es laura.suarez@minacar.es,951624655,,,,
Transporte,AUTOMOVILES CIPRES,costa del sol,raulmartin@automovilescipres.com,951624655,,,,
Transporte,Martinsa Motor,costa del sol,hola@martinsamotor.com,629158762,,,,
Transporte,ASautos,costa del sol,asautos@gmx.com,722242781,,,,
Transporte,SERVIHONDA Málaga,costa del sol,atencionalcliente@servihonda.com,952363300,,,,
Transporte,PEUGEOT CEMAUTO VENTAS MÁLAGA,costa del sol,,952254040,,,,
Transporte,Ruedatur - KIA Málaga,costa del sol,ruedatur@kia.es,951818681,,,,
Transporte,MOTOS RUEDA,costa del sol,info@motosrueda.net,952279754,,,,
Transporte,Navarro Hermanos,costa del sol,,,,,,
Transporte,Málaga Motocenter Yamaha,costa del sol,info@malagamotocenter.com,951563390,,,,
Transporte,Goldcar,costa del sol,,952245834,,,,
Transporte,BerenguerAuto,costa del sol,info@berenguerauto.com,628 55 99 30,,,,
Transporte,Helle Hollis Car Renta,costa del sol,commercial@hellehollis.com,952245544,,,,
Transporte,Espacar Rent a Car Málaga,costa del sol,,952792935/ 667 710 369,,,,
Transporte,Bahia Sexi Rent a Car,costa del sol,rentacar@bahiasexi.com,958630708,,,,
Transporte,Autos Flores,costa del sol,info@autosflores.com,952470692,,,,
Transporte,Yellow Car,costa del sol,marbella@yellowcar.com,952831492,,,,
Transporte,All In Car Hire Malaga,costa del sol,info@allincarhire.com,951080385,,,,
Transporte,MIÑARENT,costa del sol,reservas@minarent.net,671615169,,,,
Transporte,Malagacar,costa del sol,ocasion@malagacar.com,952176030,,,MalagaCar.com,
Transporte,Fetajo Rent a Car,costa del sol,info@fetajorentacar.com,952192925// 667 56 55 27,,,,
Transporte,Europcar Marbella,costa del sol,,911505000,,,,
Transporte,Wikirentacar,costa del sol,info@wikirentacar.es,640 755 719,,,,
Transporte,Enterprise Rent-a-car,costa del sol,,952829467,,,,
Transporte,SIXT - Marbella,costa del sol,service@sixt.es,952 77 34 40,,,,
Transporte,SOLO LUXURY CAR HIRE,costa del sol,carrental@sologroup.net,697 927 033,,,,
Transporte,Olymp Cars Marbella,costa del sol,contact@olympcarsmarbella.com,695954993,,,,
Transporte,Marbesol Renta Cars,costa del sol,rentacar@marbesol.com,952234916,,,,
Transporte,Cafisa Costa del Sol,costa del sol,alicia@cafisarentacar.com,952771450,,,,
Transporte,Marbella Rent a Ca,costa del sol,info@marbellarentalcar.com,952819000,,,,
Transporte,77 Car Rental,costa del sol,info@77carrental.com,656757777,,,,
Transporte,Oscar Alquiler de Coches Vélez-Málaga,axarquia,hola@oscar.es,951129333,,,,
Transporte,Rent a Car Caleta,axarquia,info@rentacarcaleta.com,644523123,,,,
